emoji,unicode_name,group,subgroup,slug,codepoint,attestation_status
🚊,tram,Travel & Places,,tram,U+1F68A,inferred_coherent
🚝,monorail,Travel & Places,,monorail,U+1F69D,inferred_coherent
🚞,mountain railway,Travel & Places,,mountain_railway,U+1F69E,inferred_coherent
🚋,tram car,Travel & Places,,tram_car,U+1F68B,inferred_coherent
🚌,bus,Travel & Places,,bus,U+1F68C,inferred_coherent
🚍,oncoming bus,Travel & Places,,oncoming_bus,U+1F68D,inferred_coherent
🚎,trolleybus,Travel & Places,,trolleybus,U+1F68E,inferred_coherent
🚐,minibus,Travel & Places,,minibus,U+1F690,inferred_coherent
🚑,ambulance,Travel & Places,,ambulance,U+1F691,inferred_coherent
🚒,fire engine,Travel & Places,,fire_engine,U+1F692,inferred_coherent
🚓,police car,Travel & Places,,police_car,U+1F693,inferred_coherent
🚔,oncoming police car,Travel & Places,,oncoming_police_car,U+1F694,inferred_coherent
🚕,taxi,Travel & Places,,taxi,U+1F695,inferred_coherent
🚖,oncoming taxi,Travel & Places,,oncoming_taxi,U+1F696,inferred_coherent
🚗,automobile,Travel & Places,,automobile,U+1F697,inferred_coherent
🚘,oncoming automobile,Travel & Places,,oncoming_automobile,U+1F698,inferred_coherent
🚙,sport utility vehicle,Travel & Places,,sport_utility_vehicle,U+1F699,inferred_coherent
🛻,pickup truck,Travel & Places,,pickup_truck,U+1F6FB,inferred_coherent
🚚,delivery truck,Travel & Places,,delivery_truck,U+1F69A,inferred_coherent
🚛,articulated lorry,Travel & Places,,articulated_lorry,U+1F69B,inferred_coherent
🚜,tractor,Travel & Places,,tractor,U+1F69C,inferred_coherent
🏎️,racing car,Travel & Places,,racing_car,U+1F3CE U+FE0F,inferred_coherent
🏍️,motorcycle,Travel & Places,,motorcycle,U+1F3CD U+FE0F,inferred_coherent
🛵,motor scooter,Travel & Places,,motor_scooter,U+1F6F5,inferred_coherent
🦽,manual wheelchair,Travel & Places,,manual_wheelchair,U+1F9BD,inferred_coherent
🦼,motorized wheelchair,Travel & Places,,motorized_wheelchair,U+1F9BC,inferred_coherent
🛺,auto rickshaw,Travel & Places,,auto_rickshaw,U+1F6FA,inferred_coherent
🚲,bicycle,Travel & Places,,bicycle,U+1F6B2,inferred_coherent
🛴,kick scooter,Travel & Places,,kick_scooter,U+1F6F4,inferred_coherent
🛹,skateboard,Travel & Places,,skateboard,U+1F6F9,inferred_coherent
🛼,roller skate,Travel & Places,,roller_skate,U+1F6FC,inferred_coherent
🚏,bus stop,Travel & Places,,bus_stop,U+1F68F,inferred_coherent
🛣️,motorway,Travel & Places,,motorway,U+1F6E3 U+FE0F,inferred_coherent
🛤️,railway track,Travel & Places,,railway_track,U+1F6E4 U+FE0F,inferred_coherent
🛢️,oil drum,Travel & Places,,oil_drum,U+1F6E2 U+FE0F,inferred_coherent
⛽,fuel pump,Travel & Places,,fuel_pump,U+26FD,inferred_coherent
🛞,wheel,Travel & Places,,wheel,U+1F6DE,inferred_coherent
🚨,police car light,Travel & Places,,police_car_light,U+1F6A8,inferred_coherent
🚥,horizontal traffic light,Travel & Places,,horizontal_traffic_light,U+1F6A5,inferred_coherent
🚦,vertical traffic light,Travel & Places,,vertical_traffic_light,U+1F6A6,inferred_coherent
🛑,stop sign,Travel & Places,,stop_sign,U+1F6D1,inferred_coherent
🚧,construction,Travel & Places,,construction,U+1F6A7,inferred_coherent
⚓,anchor,Travel & Places,,anchor,U+2693,inferred_coherent
🛟,ring buoy,Travel & Places,,ring_buoy,U+1F6DF,inferred_coherent
⛵,sailboat,Travel & Places,,sailboat,U+26F5,inferred_coherent
🛶,canoe,Travel & Places,,canoe,U+1F6F6,inferred_coherent
🚤,speedboat,Travel & Places,,speedboat,U+1F6A4,inferred_coherent
🛳️,passenger ship,Travel & Places,,passenger_ship,U+1F6F3 U+FE0F,inferred_coherent
⛴️,ferry,Travel & Places,,ferry,U+26F4 U+FE0F,inferred_coherent
🛥️,motor boat,Travel & Places,,motor_boat,U+1F6E5 U+FE0F,inferred_coherent
🚢,ship,Travel & Places,,ship,U+1F6A2,inferred_coherent
✈️,airplane,Travel & Places,,airplane,U+2708 U+FE0F,inferred_coherent
🛩️,small airplane,Travel & Places,,small_airplane,U+1F6E9 U+FE0F,inferred_coherent
🛫,airplane departure,Travel & Places,,airplane_departure,U+1F6EB,inferred_coherent
🛬,airplane arrival,Travel & Places,,airplane_arrival,U+1F6EC,inferred_coherent
🪂,parachute,Travel & Places,,parachute,U+1FA82,inferred_coherent
💺,seat,Travel & Places,,seat,U+1F4BA,inferred_coherent
🚁,helicopter,Travel & Places,,helicopter,U+1F681,inferred_coherent
🚟,suspension railway,Travel & Places,,suspension_railway,U+1F69F,inferred_coherent
🚠,mountain cableway,Travel & Places,,mountain_cableway,U+1F6A0,inferred_coherent
🚡,aerial tramway,Travel & Places,,aerial_tramway,U+1F6A1,inferred_coherent
🛰️,satellite,Travel & Places,,satellite,U+1F6F0 U+FE0F,inferred_coherent
🚀,rocket,Travel & Places,,rocket,U+1F680,inferred_coherent
🛸,flying saucer,Travel & Places,,flying_saucer,U+1F6F8,inferred_coherent
🛎️,bellhop bell,Travel & Places,,bellhop_bell,U+1F6CE U+FE0F,inferred_coherent
🧳,luggage,Travel & Places,,luggage,U+1F9F3,inferred_coherent
⌛,hourglass done,Travel & Places,,hourglass_done,U+231B,inferred_coherent
⏳,hourglass not done,Travel & Places,,hourglass_not_done,U+23F3,inferred_coherent
⌚,watch,Travel & Places,,watch,U+231A,inferred_coherent
⏰,alarm clock,Travel & Places,,alarm_clock,U+23F0,inferred_coherent
⏱️,stopwatch,Travel & Places,,stopwatch,U+23F1 U+FE0F,inferred_coherent
⏲️,timer clock,Travel & Places,,timer_clock,U+23F2 U+FE0F,inferred_coherent
🕰️,mantelpiece clock,Travel & Places,,mantelpiece_clock,U+1F570 U+FE0F,inferred_coherent
🕛,twelve o’clock,Travel & Places,,twelve_o_clock,U+1F55B,inferred_coherent
🕧,twelve-thirty,Travel & Places,,twelve_thirty,U+1F567,inferred_coherent
🕐,one o’clock,Travel & Places,,one_o_clock,U+1F550,inferred_coherent
🕜,one-thirty,Travel & Places,,one_thirty,U+1F55C,inferred_coherent
🕑,two o’clock,Travel & Places,,two_o_clock,U+1F551,inferred_coherent
🕝,two-thirty,Travel & Places,,two_thirty,U+1F55D,inferred_coherent
🕒,three o’clock,Travel & Places,,three_o_clock,U+1F552,inferred_coherent
🕞,three-thirty,Travel & Places,,three_thirty,U+1F55E,inferred_coherent
🕓,four o’clock,Travel & Places,,four_o_clock,U+1F553,inferred_coherent
🕟,four-thirty,Travel & Places,,four_thirty,U+1F55F,inferred_coherent
🕔,five o’clock,Travel & Places,,five_o_clock,U+1F554,inferred_coherent
🕠,five-thirty,Travel & Places,,five_thirty,U+1F560,inferred_coherent
🕕,six o’clock,Travel & Places,,six_o_clock,U+1F555,inferred_coherent
🕡,six-thirty,Travel & Places,,six_thirty,U+1F561,inferred_coherent
🕖,seven o’clock,Travel & Places,,seven_o_clock,U+1F556,inferred_coherent
🕢,seven-thirty,Travel & Places,,seven_thirty,U+1F562,inferred_coherent
🕗,eight o’clock,Travel & Places,,eight_o_clock,U+1F557,inferred_coherent
🕣,eight-thirty,Travel & Places,,eight_thirty,U+1F563,inferred_coherent
🕘,nine o’clock,Travel & Places,,nine_o_clock,U+1F558,inferred_coherent
🕤,nine-thirty,Travel & Places,,nine_thirty,U+1F564,inferred_coherent
🕙,ten o’clock,Travel & Places,,ten_o_clock,U+1F559,inferred_coherent
🕥,ten-thirty,Travel & Places,,ten_thirty,U+1F565,inferred_coherent
🕚,eleven o’clock,Travel & Places,,eleven_o_clock,U+1F55A,inferred_coherent
🕦,eleven-thirty,Travel & Places,,eleven_thirty,U+1F566,inferred_coherent
🌑,new moon,Travel & Places,,new_moon,U+1F311,inferred_coherent
🌒,waxing crescent moon,Travel & Places,,waxing_crescent_moon,U+1F312,inferred_coherent
🌓,first quarter moon,Travel & Places,,first_quarter_moon,U+1F313,inferred_coherent
🌔,waxing gibbous moon,Travel & Places,,waxing_gibbous_moon,U+1F314,inferred_coherent
🌕,full moon,Travel & Places,,full_moon,U+1F315,inferred_coherent
🌖,waning gibbous moon,Travel & Places,,waning_gibbous_moon,U+1F316,inferred_coherent
🌗,last quarter moon,Travel & Places,,last_quarter_moon,U+1F317,inferred_coherent
🌘,waning crescent moon,Travel & Places,,waning_crescent_moon,U+1F318,inferred_coherent
🌙,crescent moon,Travel & Places,,crescent_moon,U+1F319,inferred_coherent
🌚,new moon face,Travel & Places,,new_moon_face,U+1F31A,inferred_coherent
🌛,first quarter moon face,Travel & Places,,first_quarter_moon_face,U+1F31B,inferred_coherent
🌜,last quarter moon face,Travel & Places,,last_quarter_moon_face,U+1F31C,inferred_coherent
🌡️,thermometer,Travel & Places,,thermometer,U+1F321 U+FE0F,inferred_coherent
☀️,sun,Travel & Places,,sun,U+2600 U+FE0F,inferred_coherent
🌝,full moon face,Travel & Places,,full_moon_face,U+1F31D,inferred_coherent
🌞,sun with face,Travel & Places,,sun_with_face,U+1F31E,inferred_coherent
🪐,ringed planet,Travel & Places,,ringed_planet,U+1FA90,inferred_coherent
⭐,star,Travel & Places,,star,U+2B50,inferred_coherent
🌟,glowing star,Travel & Places,,glowing_star,U+1F31F,inferred_coherent
🌠,shooting star,Travel & Places,,shooting_star,U+1F320,inferred_coherent
🌌,milky way,Travel & Places,,milky_way,U+1F30C,inferred_coherent
☁️,cloud,Travel & Places,,cloud,U+2601 U+FE0F,inferred_coherent
⛅,sun behind cloud,Travel & Places,,sun_behind_cloud,U+26C5,inferred_coherent
⛈️,cloud with lightning and rain,Travel & Places,,cloud_with_lightning_and_rain,U+26C8 U+FE0F,inferred_coherent
🌤️,sun behind small cloud,Travel & Places,,sun_behind_small_cloud,U+1F324 U+FE0F,inferred_coherent
🌥️,sun behind large cloud,Travel & Places,,sun_behind_large_cloud,U+1F325 U+FE0F,inferred_coherent
🌦️,sun behind rain cloud,Travel & Places,,sun_behind_rain_cloud,U+1F326 U+FE0F,inferred_coherent
🌧️,cloud with rain,Travel & Places,,cloud_with_rain,U+1F327 U+FE0F,inferred_coherent
🌨️,cloud with snow,Travel & Places,,cloud_with_snow,U+1F328 U+FE0F,inferred_coherent
🌩️,cloud with lightning,Travel & Places,,cloud_with_lightning,U+1F329 U+FE0F,inferred_coherent
🌪️,tornado,Travel & Places,,tornado,U+1F32A U+FE0F,inferred_coherent
🌫️,fog,Travel & Places,,fog,U+1F32B U+FE0F,inferred_coherent
🌬️,wind face,Travel & Places,,wind_face,U+1F32C U+FE0F,inferred_coherent
🌀,cyclone,Travel & Places,,cyclone,U+1F300,inferred_coherent
🌈,rainbow,Travel & Places,,rainbow,U+1F308,inferred_coherent
🌂,closed umbrella,Travel & Places,,closed_umbrella,U+1F302,inferred_coherent
☂️,umbrella,Travel & Places,,umbrella,U+2602 U+FE0F,inferred_coherent
☔,umbrella with rain drops,Travel & Places,,umbrella_with_rain_drops,U+2614,inferred_coherent
⛱️,umbrella on ground,Travel & Places,,umbrella_on_ground,U+26F1 U+FE0F,inferred_coherent
⚡,high voltage,Travel & Places,,high_voltage,U+26A1,inferred_coherent
❄️,snowflake,Travel & Places,,snowflake,U+2744 U+FE0F,inferred_coherent
☃️,snowman,Travel & Places,,snowman,U+2603 U+FE0F,inferred_coherent
⛄,snowman without snow,Travel & Places,,snowman_without_snow,U+26C4,inferred_coherent
☄️,comet,Travel & Places,,comet,U+2604 U+FE0F,inferred_coherent
🔥,fire,Travel & Places,,fire,U+1F525,inferred_coherent
💧,droplet,Travel & Places,,droplet,U+1F4A7,inferred_coherent
🌊,water wave,Travel & Places,,water_wave,U+1F30A,inferred_coherent
🎃,jack-o-lantern,Activities,,jack_o_lantern,U+1F383,inferred_coherent
🎄,Christmas tree,Activities,,christmas_tree,U+1F384,inferred_coherent
🎆,fireworks,Activities,,fireworks,U+1F386,inferred_coherent
🎇,sparkler,Activities,,sparkler,U+1F387,inferred_coherent
🧨,firecracker,Activities,,firecracker,U+1F9E8,inferred_coherent
✨,sparkles,Activities,,sparkles,U+2728,inferred_coherent
🎈,balloon,Activities,,balloon,U+1F388,inferred_coherent
🎉,party popper,Activities,,party_popper,U+1F389,inferred_coherent
🎊,confetti ball,Activities,,confetti_ball,U+1F38A,inferred_coherent
🎋,tanabata tree,Activities,,tanabata_tree,U+1F38B,inferred_coherent
🎍,pine decoration,Activities,,pine_decoration,U+1F38D,inferred_coherent
🎎,Japanese dolls,Activities,,japanese_dolls,U+1F38E,inferred_coherent
🎏,carp streamer,Activities,,carp_streamer,U+1F38F,inferred_coherent
🎐,wind chime,Activities,,wind_chime,U+1F390,inferred_coherent
🎑,moon viewing ceremony,Activities,,moon_viewing_ceremony,U+1F391,inferred_coherent
🧧,red envelope,Activities,,red_envelope,U+1F9E7,inferred_coherent
🎀,ribbon,Activities,,ribbon,U+1F380,inferred_coherent
🎁,wrapped gift,Activities,,wrapped_gift,U+1F381,inferred_coherent
🎗️,reminder ribbon,Activities,,reminder_ribbon,U+1F397 U+FE0F,inferred_coherent
🎟️,admission tickets,Activities,,admission_tickets,U+1F39F U+FE0F,inferred_coherent
🎫,ticket,Activities,,ticket,U+1F3AB,inferred_coherent
🎖️,military medal,Activities,,military_medal,U+1F396 U+FE0F,inferred_coherent
🏆,trophy,Activities,,trophy,U+1F3C6,inferred_coherent
🏅,sports medal,Activities,,sports_medal,U+1F3C5,inferred_coherent
🥇,1st place medal,Activities,,1st_place_medal,U+1F947,inferred_coherent
🥈,2nd place medal,Activities,,2nd_place_medal,U+1F948,inferred_coherent
🥉,3rd place medal,Activities,,3rd_place_medal,U+1F949,inferred_coherent
⚽,soccer ball,Activities,,soccer_ball,U+26BD,inferred_coherent
⚾,baseball,Activities,,baseball,U+26BE,inferred_coherent
🥎,softball,Activities,,softball,U+1F94E,inferred_coherent
🏀,basketball,Activities,,basketball,U+1F3C0,inferred_coherent
🏐,volleyball,Activities,,volleyball,U+1F3D0,inferred_coherent
🏈,american football,Activities,,american_football,U+1F3C8,inferred_coherent
🏉,rugby football,Activities,,rugby_football,U+1F3C9,inferred_coherent
🎾,tennis,Activities,,tennis,U+1F3BE,inferred_coherent
🥏,flying disc,Activities,,flying_disc,U+1F94F,inferred_coherent
🎳,bowling,Activities,,bowling,U+1F3B3,inferred_coherent
🏏,cricket game,Activities,,cricket_game,U+1F3CF,inferred_coherent
🏑,field hockey,Activities,,field_hockey,U+1F3D1,inferred_coherent
🏒,ice hockey,Activities,,ice_hockey,U+1F3D2,inferred_coherent
🥍,lacrosse,Activities,,lacrosse,U+1F94D,inferred_coherent
🏓,ping pong,Activities,,ping_pong,U+1F3D3,inferred_coherent
🏸,badminton,Activities,,badminton,U+1F3F8,inferred_coherent
🥊,boxing glove,Activities,,boxing_glove,U+1F94A,inferred_coherent
🥋,martial arts uniform,Activities,,martial_arts_uniform,U+1F94B,inferred_coherent
🥅,goal net,Activities,,goal_net,U+1F945,inferred_coherent
⛳,flag in hole,Activities,,flag_in_hole,U+26F3,inferred_coherent
⛸️,ice skate,Activities,,ice_skate,U+26F8 U+FE0F,inferred_coherent
🎣,fishing pole,Activities,,fishing_pole,U+1F3A3,inferred_coherent
🤿,diving mask,Activities,,diving_mask,U+1F93F,inferred_coherent
🎽,running shirt,Activities,,running_shirt,U+1F3BD,inferred_coherent
🎿,skis,Activities,,skis,U+1F3BF,inferred_coherent
🛷,sled,Activities,,sled,U+1F6F7,inferred_coherent
🥌,curling stone,Activities,,curling_stone,U+1F94C,inferred_coherent
🎯,bullseye,Activities,,bullseye,U+1F3AF,inferred_coherent
🪀,yo-yo,Activities,,yo_yo,U+1FA80,inferred_coherent
🪁,kite,Activities,,kite,U+1FA81,inferred_coherent
🔫,water pistol,Activities,,water_pistol,U+1F52B,inferred_coherent
🎱,pool 8 ball,Activities,,pool_8_ball,U+1F3B1,inferred_coherent
🔮,crystal ball,Activities,,crystal_ball,U+1F52E,inferred_coherent
🪄,magic wand,Activities,,magic_wand,U+1FA84,inferred_coherent
🎮,video game,Activities,,video_game,U+1F3AE,inferred_coherent
🕹️,joystick,Activities,,joystick,U+1F579 U+FE0F,inferred_coherent
🎰,slot machine,Activities,,slot_machine,U+1F3B0,inferred_coherent
🎲,game die,Activities,,game_die,U+1F3B2,inferred_coherent
🧩,puzzle piece,Activities,,puzzle_piece,U+1F9E9,inferred_coherent
🧸,teddy bear,Activities,,teddy_bear,U+1F9F8,inferred_coherent
🪅,piñata,Activities,,pinata,U+1FA85,inferred_coherent
🪩,mirror ball,Activities,,mirror_ball,U+1FAA9,inferred_coherent
🪆,nesting dolls,Activities,,nesting_dolls,U+1FA86,inferred_coherent
♠️,spade suit,Activities,,spade_suit,U+2660 U+FE0F,inferred_coherent
♥️,heart suit,Activities,,heart_suit,U+2665 U+FE0F,inferred_coherent
♦️,diamond suit,Activities,,diamond_suit,U+2666 U+FE0F,inferred_coherent
♣️,club suit,Activities,,club_suit,U+2663 U+FE0F,inferred_coherent
♟️,chess pawn,Activities,,chess_pawn,U+265F U+FE0F,inferred_coherent
🃏,joker,Activities,,joker,U+1F0CF,inferred_coherent
🀄,mahjong red dragon,Activities,,mahjong_red_dragon,U+1F004,inferred_coherent
🎴,flower playing cards,Activities,,flower_playing_cards,U+1F3B4,inferred_coherent
🎭,performing arts,Activities,,performing_arts,U+1F3AD,inferred_coherent
🖼️,framed picture,Activities,,framed_picture,U+1F5BC U+FE0F,inferred_coherent
🎨,artist palette,Activities,,artist_palette,U+1F3A8,inferred_coherent
🧵,thread,Activities,,thread,U+1F9F5,inferred_coherent
🪡,sewing needle,Activities,,sewing_needle,U+1FAA1,inferred_coherent
🧶,yarn,Activities,,yarn,U+1F9F6,inferred_coherent
🪢,knot,Activities,,knot,U+1FAA2,inferred_coherent
👓,glasses,Objects,,glasses,U+1F453,inferred_coherent
🕶️,sunglasses,Objects,,sunglasses,U+1F576 U+FE0F,inferred_coherent
🥽,goggles,Objects,,goggles,U+1F97D,inferred_coherent
🥼,lab coat,Objects,,lab_coat,U+1F97C,inferred_coherent
🦺,safety vest,Objects,,safety_vest,U+1F9BA,inferred_coherent
👔,necktie,Objects,,necktie,U+1F454,inferred_coherent
👕,t-shirt,Objects,,t_shirt,U+1F455,inferred_coherent
👖,jeans,Objects,,jeans,U+1F456,inferred_coherent
🧣,scarf,Objects,,scarf,U+1F9E3,inferred_coherent
🧤,gloves,Objects,,gloves,U+1F9E4,inferred_coherent
🧥,coat,Objects,,coat,U+1F9E5,inferred_coherent
🧦,socks,Objects,,socks,U+1F9E6,inferred_coherent
👗,dress,Objects,,dress,U+1F457,inferred_coherent
👘,kimono,Objects,,kimono,U+1F458,inferred_coherent
🥻,sari,Objects,,sari,U+1F97B,inferred_coherent
🩱,one-piece swimsuit,Objects,,one_piece_swimsuit,U+1FA71,inferred_coherent
🩲,briefs,Objects,,briefs,U+1FA72,inferred_coherent
🩳,shorts,Objects,,shorts,U+1FA73,inferred_coherent
👙,bikini,Objects,,bikini,U+1F459,inferred_coherent
👚,woman’s clothes,Objects,,woman_s_clothes,U+1F45A,inferred_coherent
🪭,folding hand fan,Objects,,folding_hand_fan,U+1FAAD,inferred_coherent
👛,purse,Objects,,purse,U+1F45B,inferred_coherent
👜,handbag,Objects,,handbag,U+1F45C,inferred_coherent
👝,clutch bag,Objects,,clutch_bag,U+1F45D,inferred_coherent
🛍️,shopping bags,Objects,,shopping_bags,U+1F6CD U+FE0F,inferred_coherent
🎒,backpack,Objects,,backpack,U+1F392,inferred_coherent
🩴,thong sandal,Objects,,thong_sandal,U+1FA74,inferred_coherent
👞,man’s shoe,Objects,,man_s_shoe,U+1F45E,inferred_coherent
👟,running shoe,Objects,,running_shoe,U+1F45F,inferred_coherent
🥾,hiking boot,Objects,,hiking_boot,U+1F97E,inferred_coherent
🥿,flat shoe,Objects,,flat_shoe,U+1F97F,inferred_coherent
👠,high-heeled shoe,Objects,,high_heeled_shoe,U+1F460,inferred_coherent
👡,woman’s sandal,Objects,,woman_s_sandal,U+1F461,inferred_coherent
🩰,ballet shoes,Objects,,ballet_shoes,U+1FA70,inferred_coherent
👢,woman’s boot,Objects,,woman_s_boot,U+1F462,inferred_coherent
🪮,hair pick,Objects,,hair_pick,U+1FAAE,inferred_coherent
👑,crown,Objects,,crown,U+1F451,inferred_coherent
👒,woman’s hat,Objects,,woman_s_hat,U+1F452,inferred_coherent
🎩,top hat,Objects,,top_hat,U+1F3A9,inferred_coherent
🎓,graduation cap,Objects,,graduation_cap,U+1F393,inferred_coherent
🧢,billed cap,Objects,,billed_cap,U+1F9E2,inferred_coherent
🪖,military helmet,Objects,,military_helmet,U+1FA96,inferred_coherent
⛑️,rescue worker’s helmet,Objects,,rescue_worker_s_helmet,U+26D1 U+FE0F,inferred_coherent
📿,prayer beads,Objects,,prayer_beads,U+1F4FF,inferred_coherent
💄,lipstick,Objects,,lipstick,U+1F484,inferred_coherent
💍,ring,Objects,,ring,U+1F48D,inferred_coherent
💎,gem stone,Objects,,gem_stone,U+1F48E,inferred_coherent
🔇,muted speaker,Objects,,muted_speaker,U+1F507,inferred_coherent
🔈,speaker low volume,Objects,,speaker_low_volume,U+1F508,inferred_coherent
🔉,speaker medium volume,Objects,,speaker_medium_volume,U+1F509,inferred_coherent
🔊,speaker high volume,Objects,,speaker_high_volume,U+1F50A,inferred_coherent
📢,loudspeaker,Objects,,loudspeaker,U+1F4E2,inferred_coherent
📣,megaphone,Objects,,megaphone,U+1F4E3,inferred_coherent
📯,postal horn,Objects,,postal_horn,U+1F4EF,inferred_coherent
🔔,bell,Objects,,bell,U+1F514,inferred_coherent
🔕,bell with slash,Objects,,bell_with_slash,U+1F515,inferred_coherent
🎼,musical score,Objects,,musical_score,U+1F3BC,inferred_coherent
🎵,musical note,Objects,,musical_note,U+1F3B5,inferred_coherent
🎶,musical notes,Objects,,musical_notes,U+1F3B6,inferred_coherent
🎙️,studio microphone,Objects,,studio_microphone,U+1F399 U+FE0F,inferred_coherent
🎚️,level slider,Objects,,level_slider,U+1F39A U+FE0F,inferred_coherent
🎛️,control knobs,Objects,,control_knobs,U+1F39B U+FE0F,inferred_coherent
🎤,microphone,Objects,,microphone,U+1F3A4,inferred_coherent
🎧,headphone,Objects,,headphone,U+1F3A7,inferred_coherent
📻,radio,Objects,,radio,U+1F4FB,inferred_coherent
🎷,saxophone,Objects,,saxophone,U+1F3B7,inferred_coherent
🪗,accordion,Objects,,accordion,U+1FA97,inferred_coherent
🎸,guitar,Objects,,guitar,U+1F3B8,inferred_coherent
🎹,musical keyboard,Objects,,musical_keyboard,U+1F3B9,inferred_coherent
🎺,trumpet,Objects,,trumpet,U+1F3BA,inferred_coherent
🎻,violin,Objects,,violin,U+1F3BB,inferred_coherent
🪕,banjo,Objects,,banjo,U+1FA95,inferred_coherent
🥁,drum,Objects,,drum,U+1F941,inferred_coherent
🪘,long drum,Objects,,long_drum,U+1FA98,inferred_coherent
🪇,maracas,Objects,,maracas,U+1FA87,inferred_coherent
🪈,flute,Objects,,flute,U+1FA88,inferred_coherent
🪉,harp,Objects,,harp,U+1FA89,inferred_coherent
📱,mobile phone,Objects,,mobile_phone,U+1F4F1,inferred_coherent
📲,mobile phone with arrow,Objects,,mobile_phone_with_arrow,U+1F4F2,inferred_coherent
☎️,telephone,Objects,,telephone,U+260E U+FE0F,inferred_coherent
📞,telephone receiver,Objects,,telephone_receiver,U+1F4DE,inferred_coherent
📟,pager,Objects,,pager,U+1F4DF,inferred_coherent
📠,fax machine,Objects,,fax_machine,U+1F4E0,inferred_coherent
🔋,battery,Objects,,battery,U+1F50B,inferred_coherent
🪫,low battery,Objects,,low_battery,U+1FAAB,inferred_coherent
🔌,electric plug,Objects,,electric_plug,U+1F50C,inferred_coherent
💻,laptop,Objects,,laptop,U+1F4BB,inferred_coherent
🖥️,desktop computer,Objects,,desktop_computer,U+1F5A5 U+FE0F,inferred_coherent
🖨️,printer,Objects,,printer,U+1F5A8 U+FE0F,inferred_coherent
⌨️,keyboard,Objects,,keyboard,U+2328 U+FE0F,inferred_coherent
🖱️,computer mouse,Objects,,computer_mouse,U+1F5B1 U+FE0F,inferred_coherent
🖲️,trackball,Objects,,trackball,U+1F5B2 U+FE0F,inferred_coherent
💽,computer disk,Objects,,computer_disk,U+1F4BD,inferred_coherent
💾,floppy disk,Objects,,floppy_disk,U+1F4BE,inferred_coherent
💿,optical disk,Objects,,optical_disk,U+1F4BF,inferred_coherent
📀,dvd,Objects,,dvd,U+1F4C0,inferred_coherent
🧮,abacus,Objects,,abacus,U+1F9EE,inferred_coherent
🎥,movie camera,Objects,,movie_camera,U+1F3A5,inferred_coherent
🎞️,film frames,Objects,,film_frames,U+1F39E U+FE0F,inferred_coherent
📽️,film projector,Objects,,film_projector,U+1F4FD U+FE0F,inferred_coherent
🎬,clapper board,Objects,,clapper_board,U+1F3AC,inferred_coherent
📺,television,Objects,,television,U+1F4FA,inferred_coherent
📷,camera,Objects,,camera,U+1F4F7,inferred_coherent
📸,camera with flash,Objects,,camera_with_flash,U+1F4F8,inferred_coherent
📹,video camera,Objects,,video_camera,U+1F4F9,inferred_coherent
📼,videocassette,Objects,,videocassette,U+1F4FC,inferred_coherent
🔍,magnifying glass tilted left,Objects,,magnifying_glass_tilted_left,U+1F50D,inferred_coherent
🔎,magnifying glass tilted right,Objects,,magnifying_glass_tilted_right,U+1F50E,inferred_coherent
🕯️,candle,Objects,,candle,U+1F56F U+FE0F,inferred_coherent
💡,light bulb,Objects,,light_bulb,U+1F4A1,inferred_coherent
🔦,flashlight,Objects,,flashlight,U+1F526,inferred_coherent
🏮,red paper lantern,Objects,,red_paper_lantern,U+1F3EE,inferred_coherent
🪔,diya lamp,Objects,,diya_lamp,U+1FA94,inferred_coherent
📔,notebook with decorative cover,Objects,,notebook_with_decorative_cover,U+1F4D4,inferred_coherent
📕,closed book,Objects,,closed_book,U+1F4D5,inferred_coherent
📖,open book,Objects,,open_book,U+1F4D6,inferred_coherent
📗,green book,Objects,,green_book,U+1F4D7,inferred_coherent
📘,blue book,Objects,,blue_book,U+1F4D8,inferred_coherent
📙,orange book,Objects,,orange_book,U+1F4D9,inferred_coherent
📚,books,Objects,,books,U+1F4DA,inferred_coherent
📓,notebook,Objects,,notebook,U+1F4D3,inferred_coherent
📒,ledger,Objects,,ledger,U+1F4D2,inferred_coherent
📃,page with curl,Objects,,page_with_curl,U+1F4C3,inferred_coherent
📜,scroll,Objects,,scroll,U+1F4DC,inferred_coherent
📄,page facing up,Objects,,page_facing_up,U+1F4C4,inferred_coherent
📰,newspaper,Objects,,newspaper,U+1F4F0,inferred_coherent
🗞️,rolled-up newspaper,Objects,,rolled_up_newspaper,U+1F5DE U+FE0F,inferred_coherent
📑,bookmark tabs,Objects,,bookmark_tabs,U+1F4D1,inferred_coherent
🔖,bookmark,Objects,,bookmark,U+1F516,inferred_coherent
🏷️,label,Objects,,label,U+1F3F7 U+FE0F,inferred_coherent
💰,money bag,Objects,,money_bag,U+1F4B0,inferred_coherent
🪙,coin,Objects,,coin,U+1FA99,inferred_coherent
💴,yen banknote,Objects,,yen_banknote,U+1F4B4,inferred_coherent
💵,dollar banknote,Objects,,dollar_banknote,U+1F4B5,inferred_coherent
💶,euro banknote,Objects,,euro_banknote,U+1F4B6,inferred_coherent
💷,pound banknote,Objects,,pound_banknote,U+1F4B7,inferred_coherent
💸,money with wings,Objects,,money_with_wings,U+1F4B8,inferred_coherent
💳,credit card,Objects,,credit_card,U+1F4B3,inferred_coherent
🧾,receipt,Objects,,receipt,U+1F9FE,inferred_coherent
💹,chart increasing with yen,Objects,,chart_increasing_with_yen,U+1F4B9,inferred_coherent
